"Number of students entered for vocationally related qualifications (VRQ) by institution, subject and grade achieved",,,,,,,,,,,
,,,,,,,Grade achieved,,,,
Local Authority,URN,School or college name,Institution Type,Qualification,Subject,Number entered ,Distinction *,Distinction,Merit,Pass,No results
Lincolnshire,137282,University Academy Holbeach,Sponsored Academy,CSkills Awards Level 3 Diploma in Bench Joinery (QCF),Construction Carpentry / Shopfitting / Erection,2,Supp,Supp,Supp,Supp,Supp
Lincolnshire,137282,University Academy Holbeach,Sponsored Academy,ITC Level 3 Award in First Aid at Work (QCF),First Aid,2,Supp,Supp,Supp,Supp,Supp
Lincolnshire,137282,University Academy Holbeach,Sponsored Academy,VTCT Level 3 NVQ Diploma in Hairdressing (QCF),Hairdressing Services,4,Supp,Supp,Supp,Supp,Supp
Lincolnshire,137282,University Academy Holbeach,Sponsored Academy,IMIAL Level 3 Diploma in Light Vehicle Maintenance and Repair Principles (QCF),Vehicle Maintenance / Repair,10,0,0,0,10,0
Hertfordshire,137288,Hitchin Girls' School,Academy,Sports Leaders UK Level 3 Certificate in Higher Sports Leadership (QCF),Sports Leadership,4,Supp,Supp,Supp,Supp,Supp
Kingston upon Thames,137299,Richard Challoner School,Academy,Active IQ Level 3 Diploma In Fitness Instructing and Personal Training  (QCF),Fitness Trainer Training,1,Supp,Supp,Supp,Supp,Supp
Kingston upon Thames,137299,Richard Challoner School,Academy,OCR Level 3 Certificate for Young Enterprise (QCF),Small Business Management,5,Supp,Supp,Supp,Supp,Supp
Kingston upon Thames,137299,Richard Challoner School,Academy,Active IQ Level 3 Certificate in Personal Training (QCF),Sports Fitness / Body Training,2,Supp,Supp,Supp,Supp,Supp
Kingston upon Thames,137299,Richard Challoner School,Academy,Sports Leaders UK Level 3 Certificate in Higher Sports Leadership (QCF),Sports Leadership,2,Supp,Supp,Supp,Supp,Supp
East Riding of Yorkshire,137306,Hessle High School and Sixth Form College,Academy,Sports Leaders UK Level 3 Certificate in Higher Sports Leadership (QCF),Sports Leadership,8,0,0,0,8,0
Southend-on-Sea,137312,St Bernard's High School,Academy,TCL Level 3 Certificate in the Arts (QCF),Speech & Drama,4,Supp,Supp,Supp,Supp,Supp
Nottinghamshire,137319,Tuxford Academy,Academy,Sports Leaders UK Level 3 Certificate in Higher Sports Leadership (QCF),Sports Leadership,2,Supp,Supp,Supp,Supp,Supp
Bournemouth,137349,St Peter's Catholic Comprehensive School,Academy,OCR Level 3 Certificate for Young Enterprise (QCF),Small Business Management,2,Supp,Supp,Supp,Supp,Supp
Bournemouth,137349,St Peter's Catholic Comprehensive School,Academy,TCL Level 3 Certificate in the Arts (QCF),Speech & Drama,1,Supp,Supp,Supp,Supp,Supp
Bournemouth,137349,St Peter's Catholic Comprehensive School,Academy,Sports Leaders UK Level 3 Certificate in Higher Sports Leadership (QCF),Sports Leadership,11,0,0,0,11,0
Gateshead,137360,Whickham School,Academy,TCL Level 3 Certificate in the Arts (QCF),Speech & Drama,1,Supp,Supp,Supp,Supp,Supp
Gateshead,137360,Whickham School,Academy,Sports Leaders UK Level 3 Certificate in Higher Sports Leadership (QCF),Sports Leadership,30,0,0,0,30,0
Cumbria,137369,Trinity School,Academy,Sports Leaders UK Level 3 Certificate in Higher Sports Leadership (QCF),Sports Leadership,5,Supp,Supp,Supp,Supp,Supp
Staffordshire,137384,Cannock Chase High School,Academy,OCR Level 3 Certificate for Young Enterprise (QCF),Small Business Management,6,0,2,2,2,0
Staffordshire,137384,Cannock Chase High School,Academy,Active IQ Level 3 Certificate in Personal Training (QCF),Sports Fitness / Body Training,2,Supp,Supp,Supp,Supp,Supp
Derby,137420,Lees Brook Community School,Academy,City & Guilds Level 3 NVQ Diploma in Hairdressing (QCF),Hairdressing Services,1,Supp,Supp,Supp,Supp,Supp
Lincolnshire,137447,Lincoln Christ's Hospital School,Academy,ASDAN Level 3 Award of Personal Effectiveness (QCF),Self Development,1,Supp,Supp,Supp,Supp,Supp
Lincolnshire,137447,Lincoln Christ's Hospital School,Academy,ASDAN Level 3 Certificate in Personal Effectiveness,Self Development,1,Supp,Supp,Supp,Supp,Supp
Northumberland,137457,Cramlington Learning Village,Academy,OCR Level 3 Award for Creative iMedia (QCF),Computer Appreciation / Introduction,6,0,0,0,6,0
Northumberland,137457,Cramlington Learning Village,Academy,OCR Level 3 Certificate for Creative iMedia (QCF),Computer Appreciation / Introduction,6,0,0,0,6,0
Kent,137458,Brockhill Park Performing Arts College,Academy,TCL Level 3 Certificate in the Arts (QCF),Speech & Drama,1,Supp,Supp,Supp,Supp,Supp
Kent,137458,Brockhill Park Performing Arts College,Academy,Sports Leaders UK Level 3 Certificate in Higher Sports Leadership (QCF),Sports Leadership,5,Supp,Supp,Supp,Supp,Supp
Norfolk,137461,Wymondham High Academy Trust,Academy,Sports Leaders UK Level 3 Certificate in Basic Expedition Leadership (QCF),Sports Leadership,1,Supp,Supp,Supp,Supp,Supp
West Berkshire,137465,St Bartholomew's School,Academy,OCR Level 3 Certificate for Young Enterprise (QCF),Small Business Management,1,Supp,Supp,Supp,Supp,Supp
Greenwich,137473,Corelli College,Academy,CYQ Level 3 Award in Employment Awareness in Active Leisure and Learning (QCF),Leisure Studies,1,Supp,Supp,Supp,Supp,Supp
Kent,137484,Homewood School and Sixth Form Centre,Academy,ASDAN Level 3 Certificate in Personal Effectiveness,Self Development,5,Supp,Supp,Supp,Supp,Supp
Essex,137515,Colchester County High School for Girls,Academy,CACHE Level 3 Diploma for The Children and Young People's Workforce (QCF),Childcare Skills,1,Supp,Supp,Supp,Supp,Supp
Calderdale,137521,The Brooksbank School,Academy,OCR Level 3 Award for Creative iMedia (QCF),Computer Appreciation / Introduction,1,Supp,Supp,Supp,Supp,Supp
Calderdale,137521,The Brooksbank School,Academy,TCL Level 3 Certificate in the Arts (QCF),Speech & Drama,1,Supp,Supp,Supp,Supp,Supp
Bedford,137522,Wootton Upper School,Academy,TCL Level 3 Certificate in the Arts (QCF),Speech & Drama,1,Supp,Supp,Supp,Supp,Supp
Bath and North East Somerset,137523,Wellsway School,Academy,ILM Level 3 Award in Leadership and Management (QCF),Leadership,2,Supp,Supp,Supp,Supp,Supp
Doncaster,137524,Danum Academy,Academy,ASDAN Level 3 Certificate in Personal Effectiveness,Self Development,10,0,0,0,10,0
Doncaster,137524,Danum Academy,Academy,OCR Level 3 Certificate for Young Enterprise (QCF),Small Business Management,1,Supp,Supp,Supp,Supp,Supp
Doncaster,137524,Danum Academy,Academy,1st4sport Level 3 Certificate in Coaching Tennis (QCF),Sports Coaching,1,Supp,Supp,Supp,Supp,Supp
Doncaster,137524,Danum Academy,Academy,Sports Leaders UK Level 3 Certificate in Higher Sports Leadership (QCF),Sports Leadership,18,0,0,0,18,0
Thurrock,137549,Harris Academy Chafford Hundred,Academy,VTCT Level 3 Certificate in Swedish Massage (QCF),Massage Techniques (Personal Health),1,Supp,Supp,Supp,Supp,Supp
Buckinghamshire,137564,Burnham Grammar School,Academy,OCR Level 3 Certificate for Young Enterprise (QCF),Small Business Management,8,0,0,1,7,0
Buckinghamshire,137564,Burnham Grammar School,Academy,Sports Leaders UK Level 3 Certificate in Higher Sports Leadership (QCF),Sports Leadership,6,0,0,0,6,0
Lincolnshire,137572,Bourne Academy,Academy,ASDAN Level 3 Certificate in Personal Effectiveness,Self Development,7,0,0,0,7,0
Northumberland,137598,Berwick Academy,Academy,ASDAN Level 3 Award in Community Volunteering (QCF),Community Work,18,0,0,0,18,0
Northumberland,137598,Berwick Academy,Academy,ASDAN Level 3 Certificate in Community Volunteering (QCF),Community Work,3,Supp,Supp,Supp,Supp,Supp
Northumberland,137598,Berwick Academy,Academy,TCL Level 3 Certificate in the Arts (QCF),Speech & Drama,1,Supp,Supp,Supp,Supp,Supp
Doncaster,137603,Ridgewood School,Academy,OCR Level 3 Certificate for Young Enterprise (QCF),Small Business Management,15,0,2,7,6,0
Derbyshire,137606,Heanor Gate Science College,Academy,Sports Leaders UK Level 3 Certificate in Higher Sports Leadership (QCF),Sports Leadership,2,Supp,Supp,Supp,Supp,Supp
Sefton,137612,Range High School,Academy,ASDAN Level 3 Certificate in Personal Effectiveness,Self Development,1,Supp,Supp,Supp,Supp,Supp
Northamptonshire,137613,Manor School Sports College,Academy,IMIAL Level 3 Diploma in Light Vehicle Maintenance and Repair Principles (QCF),Vehicle Maintenance / Repair,1,Supp,Supp,Supp,Supp,Supp
Hounslow,137618,Feltham Community College,Academy,CACHE Level 3 Diploma for The Children and Young People's Workforce (QCF),Childcare Skills,2,Supp,Supp,Supp,Supp,Supp
Hounslow,137618,Feltham Community College,Academy,CYQ Level 3 Award in Employment Awareness in Active Leisure and Learning (QCF),Leisure Studies,1,Supp,Supp,Supp,Supp,Supp
Darlington,137622,Carmel College,Academy,OCR Level 3 Certificate for Young Enterprise (QCF),Small Business Management,7,0,0,4,3,0
Worcestershire,137625,The Chase,Academy,1st4sport Level 3 Certificate in Coaching Tennis (QCF),Sports Coaching,1,Supp,Supp,Supp,Supp,Supp
Gloucestershire,137634,Churchdown School,Academy,OCR Level 3 Award for Creative iMedia (QCF),Computer Appreciation / Introduction,1,Supp,Supp,Supp,Supp,Supp
Gloucestershire,137634,Churchdown School,Academy,RSL Level 3 Subsidiary Diploma for Music Practitioners (QCF),Music performance: Group,1,Supp,Supp,Supp,Supp,Supp
Hertfordshire,137637,Birchwood High School,Academy,ILM Level 3 Award in Leadership and Management (QCF),Leadership,1,Supp,Supp,Supp,Supp,Supp
Leicestershire,137640,Rawlins Academy,Academy,TCL Level 3 Certificate in the Arts (QCF),Speech & Drama,2,Supp,Supp,Supp,Supp,Supp
Lincolnshire,137667,Kesteven and Sleaford High School Selective Academy,Academy,ASDAN Level 3 Certificate in Personal Effectiveness,Self Development,1,Supp,Supp,Supp,Supp,Supp
Lincolnshire,137667,Kesteven and Sleaford High School Selective Academy,Academy,TCL Level 3 Certificate in the Arts (QCF),Speech & Drama,1,Supp,Supp,Supp,Supp,Supp
Lincolnshire,137667,Kesteven and Sleaford High School Selective Academy,Academy,Sports Leaders UK Level 3 Certificate in Higher Sports Leadership (QCF),Sports Leadership,3,Supp,Supp,Supp,Supp,Supp
Sandwell,137673,Ormiston Forge Academy,Sponsored Academy,Pearson Edexcel Level 3 NVQ Diploma in Beauty Therapy - General (QCF),Beauty Therapy,1,Supp,Supp,Supp,Supp,Supp
Sandwell,137673,Ormiston Forge Academy,Sponsored Academy,Pearson Edexcel Level 3 NVQ Diploma in Beauty Therapy - Massage (QCF),Massage Techniques (Personal Health),1,Supp,Supp,Supp,Supp,Supp
Brent,137685,Kingsbury High School,Academy,Sports Leaders UK Level 3 Certificate in Higher Sports Leadership (QCF),Sports Leadership,17,0,0,0,17,0
County Durham,137696,Framwellgate School Durham,Academy,Sports Leaders UK Level 3 Certificate in Higher Sports Leadership (QCF),Sports Leadership,8,0,0,0,8,0
Sandwell,137701,Oldbury Academy,Academy,CACHE Level 3 Diploma for The Children and Young People's Workforce (QCF),Childcare Skills,3,Supp,Supp,Supp,Supp,Supp
Sandwell,137701,Oldbury Academy,Academy,OCR Level 3 Award for Creative iMedia (QCF),Computer Appreciation / Introduction,8,0,0,0,8,0
Sandwell,137701,Oldbury Academy,Academy,OCR Level 3 Certificate for Creative iMedia (QCF),Computer Appreciation / Introduction,9,0,0,0,9,0
Sandwell,137701,Oldbury Academy,Academy,OCR Level 3 Diploma for Creative iMedia (QCF),Computer Appreciation / Introduction,8,0,0,0,8,0
Sandwell,137701,Oldbury Academy,Academy,City & Guilds Level 3 NVQ Diploma in Beauty Therapy - Massage (QCF),Massage Techniques (Personal Health),1,Supp,Supp,Supp,Supp,Supp
Newcastle upon Tyne,137708,Sacred Heart Catholic High School,Academy,ASDAN Level 3 Certificate in Personal Effectiveness,Self Development,2,Supp,Supp,Supp,Supp,Supp
Essex,137727,Anglo European School,Academy,ASDAN Level 3 Certificate in Community Volunteering (QCF),Community Work,1,Supp,Supp,Supp,Supp,Supp
Southend-on-Sea,137733,Shoeburyness High School,Academy,OCR Level 3 Award in ICT Systems and Principles for Professionals (PROCOM) (QCF),Systems / Network Management,10,0,0,0,10,0
Nottinghamshire,137749,Queen Elizabeth's Academy,Sponsored Academy,OCR Level 3 Award for Creative iMedia (QCF),Computer Appreciation / Introduction,7,0,0,0,7,0
Nottinghamshire,137749,Queen Elizabeth's Academy,Sponsored Academy,OCR Level 3 Certificate for Creative iMedia (QCF),Computer Appreciation / Introduction,7,0,0,0,7,0
Nottinghamshire,137749,Queen Elizabeth's Academy,Sponsored Academy,OCR Level 3 Diploma for Creative iMedia (QCF),Computer Appreciation / Introduction,2,Supp,Supp,Supp,Supp,Supp
Nottinghamshire,137749,Queen Elizabeth's Academy,Sponsored Academy,ASDAN Level 3 Certificate in Personal Effectiveness,Self Development,5,Supp,Supp,Supp,Supp,Supp
Nottinghamshire,137763,The Brunts Academy,Academy,Sports Leaders UK Level 3 Certificate in Higher Sports Leadership (QCF),Sports Leadership,8,0,0,0,8,0
Bexley,137769,Townley Grammar School,Academy,ASDAN Level 3 Certificate in Personal Effectiveness,Self Development,1,Supp,Supp,Supp,Supp,Supp
Cambridgeshire,137779,Ely College,Academy,OCR Level 3 Award in Administration (Business Professional) (QCF),Administrative Management,5,Supp,Supp,Supp,Supp,Supp
Cambridgeshire,137779,Ely College,Academy,OCR Level 3 Certificate in Administration (Business Professional) (QCF),Administrative Management,5,Supp,Supp,Supp,Supp,Supp
Cambridgeshire,137779,Ely College,Academy,OCR Level 3 Diploma in Administration (Business Professional) (QCF),Administrative Management,5,Supp,Supp,Supp,Supp,Supp
Cambridgeshire,137779,Ely College,Academy,OCR Level 3 Award in Text Processing (Business Professional) (QCF),Word Processing,3,Supp,Supp,Supp,Supp,Supp
West Sussex,137782,The Regis School,Sponsored Academy,CYQ Level 3 Certificate in Personal Training (QCF),Sports Fitness / Body Training,3,Supp,Supp,Supp,Supp,Supp
Essex,137790,Plume School,Academy,City & Guilds Level 3 Diploma in Beauty Therapy Techniques (QCF),Beauty Therapy,3,Supp,Supp,Supp,Supp,Supp
Essex,137790,Plume School,Academy,ILM Level 3 Award in Leadership and Management (QCF),Leadership,1,Supp,Supp,Supp,Supp,Supp
Essex,137790,Plume School,Academy,Sports Leaders UK Level 3 Certificate in Higher Sports Leadership (QCF),Sports Leadership,7,0,0,0,7,0
Hampshire,137791,Bay House School,Academy,ILM Level 3 Award in Leadership and Management (QCF),Leadership,1,Supp,Supp,Supp,Supp,Supp
Wirral,137815,Weatherhead High School,Academy,ASDAN Level 3 Award in Community Volunteering (QCF),Community Work,7,0,0,0,7,0
Hillingdon,137829,Northwood School,Academy,City & Guilds Level 3 NVQ Diploma in Hairdressing (QCF),Hairdressing Services,2,Supp,Supp,Supp,Supp,Supp
Kent,137834,"Mayfield Grammar School, Gravesend",Academy,ASDAN Level 3 Certificate in Personal Effectiveness,Self Development,1,Supp,Supp,Supp,Supp,Supp
Kent,137837,The Folkestone School for Girls,Academy,CACHE Level 3 Diploma in Specialist Support for Teaching and Learning in Schools (QCF),School Support Work / Helpers,3,Supp,Supp,Supp,Supp,Supp
Kent,137837,The Folkestone School for Girls,Academy,ASDAN Level 3 Certificate in Personal Effectiveness,Self Development,2,Supp,Supp,Supp,Supp,Supp
Hertfordshire,137847,Stanborough School,Academy,OCR Level 3 Certificate for Young Enterprise (QCF),Small Business Management,1,Supp,Supp,Supp,Supp,Supp
Hertfordshire,137847,Stanborough School,Academy,Sports Leaders UK Level 3 Certificate in Higher Sports Leadership (QCF),Sports Leadership,5,Supp,Supp,Supp,Supp,Supp
Kingston upon Thames,137848,Coombe Girls' School,Academy,ASDAN Level 3 Certificate in Personal Effectiveness,Self Development,3,Supp,Supp,Supp,Supp,Supp
Kingston upon Thames,137848,Coombe Girls' School,Academy,OCR Level 3 Certificate for Young Enterprise (QCF),Small Business Management,9,0,1,4,4,0
Surrey,137855,Hinchley Wood School,Academy,ILM Level 3 Award in Leadership and Management (QCF),Leadership,1,Supp,Supp,Supp,Supp,Supp
Surrey,137855,Hinchley Wood School,Academy,OCR Level 3 Certificate for Young Enterprise (QCF),Small Business Management,18,0,0,9,9,0
Surrey,137855,Hinchley Wood School,Academy,1st4sport Level 3 Certificate in Achieving Excellence in Sports Performance (QCF),Sports Studies,1,Supp,Supp,Supp,Supp,Supp
Surrey,137855,Hinchley Wood School,Academy,1st4sport Level 3 Certificate in Understanding Sports Performance (QCF),Sports Studies,1,Supp,Supp,Supp,Supp,Supp
Buckinghamshire,137864,The E-Act Burnham Park Academy,Sponsored Academy,City & Guilds Level 3 Award in the Principles of Coaching Sport (QCF),Sports Coaching,2,Supp,Supp,Supp,Supp,Supp
Buckinghamshire,137864,The E-Act Burnham Park Academy,Sponsored Academy,City & Guilds Level 3 Award in Increasing Participation in Sport and Active Leisure in Community Settings (QCF),Sports Organisation,1,Supp,Supp,Supp,Supp,Supp
Buckinghamshire,137864,The E-Act Burnham Park Academy,Sponsored Academy,City & Guilds Level 3 Diploma in Increasing Participation in Sport and Active Leisure in Community Settings (QCF),Sports Organisation,1,Supp,Supp,Supp,Supp,Supp
Essex,137874,The Boswells School,Academy,HABC  Level 3 Award In First Aid at Work (QCF),First Aid,1,Supp,Supp,Supp,Supp,Supp
Essex,137877,Shenfield High School,Academy,OCR Level 3 Award for Creative iMedia (QCF),Computer Appreciation / Introduction,9,0,0,0,9,0
Essex,137877,Shenfield High School,Academy,OCR Level 3 Certificate for Creative iMedia (QCF),Computer Appreciation / Introduction,9,0,0,0,9,0
Essex,137877,Shenfield High School,Academy,OCR Level 3 Diploma for Creative iMedia (QCF),Computer Appreciation / Introduction,7,0,0,0,7,0
Central Bedfordshire,137886,Stratton Upper School,Academy,City & Guilds Level 3 Certificate in Principles of Business and Administration (QCF),Administrative Management,1,Supp,Supp,Supp,Supp,Supp
Central Bedfordshire,137886,Stratton Upper School,Academy,OCR Level 3 Certificate for Young Enterprise (QCF),Small Business Management,1,Supp,Supp,Supp,Supp,Supp
Hertfordshire,137895,The John Henry Newman Catholic School,Academy,NOCN Level 3 Award in General Religious Education (QCF),Religious Education,156,0,0,0,156,0
Gateshead,137898,Joseph Swan Academy,Academy,TCL Level 3 Certificate in the Arts (QCF),Speech & Drama,1,Supp,Supp,Supp,Supp,Supp
Norfolk,137913,"Notre Dame High School, Norwich",Academy,NOCN Level 3 Award in General Religious Education (QCF),Religious Education,152,0,0,0,152,0
