Information on the schools and colleges which are eligible to be included in the 2014 performance tables underlying data,,,,,,,,
,,,,,,,,
NA: not applicable,,,,,,,,
Local Authority number,Local Authority name,LAESTAB: local authority establishment number,URN: Unique Reference Number,School or college name,Institution Type,Admissions policy (state-funded institutions only),Gender of Sixth Form,Number of students at the end of KS5
869,West Berkshire,8694052,110063,Little Heath School,Voluntary aided school,COMP,MIXED,137
869,West Berkshire,8695406,110102,The Downs School,Foundation school,COMP,MIXED,126
869,West Berkshire,8696000,110121,Bradfield College,Independent,,MIXED,145
869,West Berkshire,8696002,110123,Downe House,Independent,,GIRLS,80
869,West Berkshire,8696004,110128,St Gabriel's School,Independent,,GIRLS,26
869,West Berkshire,8696005,110132,Pangbourne College,Independent,,MIXED,61
869,West Berkshire,8696009,110169,Padworth College,Independent,,MIXED,19
869,West Berkshire,8697005,110180,Mary Hare School,Non-maintained special school,,MIXED,23
869,West Berkshire,8698001,130602,Newbury College,General Further Education College,NA,MIXED,134
869,West Berkshire,8696016,135819,Newbury Hall School,Independent,,MIXED,5
869,West Berkshire,8694042,136647,Kennet School,Academy - converter mainstream,COMP,MIXED,169
869,West Berkshire,8694038,136733,Park House School,Academy - converter mainstream,COMP,MIXED,84
869,West Berkshire,8695402,137465,St Bartholomew's School,Academy - converter mainstream,COMP,MIXED,178
869,West Berkshire,8695404,137777,Denefield School,Academy - converter mainstream,COMP,MIXED,71
869,West Berkshire,8694055,138525,Trinity School,Academy - converter mainstream,COMP,MIXED,49
869,West Berkshire,8694000,139938,Theale Green School,Academy sponsor led,COMP,MIXED,69
870,Reading,8705400,110096,Reading Girls' School,Foundation school,COMP,GIRLS,0
870,Reading,8705411,110107,Blessed Hugh Faringdon Catholic School,Voluntary aided school,COMP,MIXED,39
870,Reading,8706000,110109,Queen Anne's School,Independent,,GIRLS,50
870,Reading,8706001,110110,Leighton Park School,Independent,,MIXED,65
870,Reading,8706002,110111,St Joseph's College,Independent,,MIXED,15
870,Reading,8706008,110165,The Abbey School Reading,Independent,,GIRLS,82
870,Reading,8706905,130247,John Madejski Academy,Academy sponsor led,COMP,MIXED,51
870,Reading,8704020,136307,Highdown School and Sixth Form Centre,Academy - converter mainstream,COMP,MIXED,95
870,Reading,8705413,136448,Kendrick School,Academy - converter mainstream,SEL,GIRLS,117
870,Reading,8705401,136449,Reading School,Academy - converter mainstream,SEL,BOYS,147
870,Reading,8705410,136876,Prospect School,Academy - converter mainstream,COMP,MIXED,55
870,Reading,8704000,139268,UTC Reading,Free school – UTC,COMP,BOYS,8
871,Slough,8714085,110076,Beechwood School,Community school,COMP,MIXED,50
871,Slough,8714089,110078,Wexham School,Community school,MOD,MIXED,41
871,Slough,8714700,110084,St Bernard's Catholic Grammar School,Voluntary aided school,SEL,MIXED,114
871,Slough,8714800,110087,St Joseph's Catholic High School,Voluntary aided school,MOD,MIXED,24
871,Slough,8718008,130604,East Berkshire College,General Further Education College,NA,MIXED,431
871,Slough,8716905,135631,The Langley Academy,Academy sponsor led,COMP,MIXED,100
871,Slough,8715408,136420,Upton Court Grammar School,Academy - converter mainstream,SEL,MIXED,102
871,Slough,8715405,136521,Langley Grammar School,Academy - converter mainstream,SEL,MIXED,146
871,Slough,8714082,137259,Baylis Court School,Academy - converter mainstream,MOD,GIRLS,35
871,Slough,8714510,137287,Slough and Eton CofE Business and Enterprise College,Academy - converter mainstream,MOD,MIXED,93
871,Slough,8715407,137726,Herschel Grammar School,Academy - converter mainstream,SEL,MIXED,123
871,Slough,8715409,138012,The Westgate School,Academy - converter mainstream,MOD,MIXED,42
872,Wokingham,8724048,110059,St Crispin's School,Community school,COMP,MIXED,70
872,Wokingham,8724049,110060,The Emmbrook School,Community school,COMP,MIXED,94
872,Wokingham,8724051,110062,The Bulmershe School,Community school,COMP,MIXED,51
872,Wokingham,8724060,110070,Waingels College,Community school,COMP,MIXED,90
872,Wokingham,8726000,110136,Luckley House School,Independent,,GIRLS,19
872,Wokingham,8726001,110137,Bearwood College,Independent,,MIXED,26
872,Wokingham,8726006,110151,Reading Blue Coat School,Independent,,MIXED,119
872,Wokingham,8724053,136637,Maiden Erlegh School,Academy - converter mainstream,COMP,MIXED,187
872,Wokingham,8724047,136880,The Holt School,Academy - converter mainstream,COMP,GIRLS,101
872,Wokingham,8724505,136891,The Piggott School,Academy - converter mainstream,COMP,MIXED,123
872,Wokingham,8724050,139853,Forest School,Academy - converter mainstream,COMP,BOYS,91
873,Cambridgeshire,8734061,110873,The Netherhall School,Foundation school,COMP,MIXED,76
873,Cambridgeshire,8736001,110912,St Mary's School,Independent,,GIRLS,51
873,Cambridgeshire,8736003,110914,The Leys School,Independent,,MIXED,89
873,Cambridgeshire,8736005,110916,The King's School Ely,Independent,,MIXED,62
873,Cambridgeshire,8736010,110923,The Perse School,Independent,,MIXED,157
873,Cambridgeshire,8736011,110924,The Stephen Perse Foundation,Independent,,MIXED,73
873,Cambridgeshire,8736012,110925,Kimbolton School,Independent,,MIXED,83
873,Cambridgeshire,8736013,110926,Wisbech Grammar School,Independent,,MIXED,56
873,Cambridgeshire,8736017,110930,Mander Portman Woodward,Independent,,MIXED,42
873,Cambridgeshire,8736019,110932,St Andrew's,Independent,,MIXED,13
873,Cambridgeshire,8736021,110934,Cambridge Centre for Sixth Form Studies,Independent,,MIXED,70
873,Cambridgeshire,8736022,110935,Cambridge Arts and Sciences Sixth Form and Tutorial College,Independent,,MIXED,73
873,Cambridgeshire,8738005,130610,Cambridge Regional College,General Further Education College,NA,MIXED,670
873,Cambridgeshire,8738009,130612,Huntingdonshire Regional College,General Further Education College,NA,MIXED,156
873,Cambridgeshire,8738600,130615,Hills Road Sixth Form College,Sixth Form College,NA,MIXED,967
873,Cambridgeshire,8738601,130616,Long Road Sixth Form College,Sixth Form College,NA,MIXED,806
873,Cambridgeshire,8736023,131074,Bellerbys College Cambridge,Independent,,MIXED,26
873,Cambridgeshire,8736034,134454,Focus School - Cambridge Campus,Independent,,MIXED,6
873,Cambridgeshire,8736049,136083,Abbey College Cambridge,Independent,,MIXED,66
873,Cambridgeshire,8735406,136463,Comberton Village College,Academy - converter mainstream,COMP,MIXED,131
873,Cambridgeshire,8734027,136636,Parkside Community College,Academy - converter mainstream,COMP,MIXED,81
873,Cambridgeshire,8735403,136974,Sawtry Community College,Academy - converter mainstream,COMP,MIXED,104
873,Cambridgeshire,8735411,136992,Longsands Academy,Academy - converter mainstream,COMP,MIXED,150
873,Cambridgeshire,8734077,137187,Ernulf Academy,Academy - converter mainstream,COMP,MIXED,25
873,Cambridgeshire,8735412,137248,St Peter's School,Academy - converter mainstream,COMP,MIXED,67
873,Cambridgeshire,8734064,137305,St Ivo School,Academy - converter mainstream,COMP,MIXED,136
873,Cambridgeshire,8734603,137377,"Abbey College, Ramsey",Academy - converter mainstream,COMP,MIXED,65
873,Cambridgeshire,8734038,137434,Cottenham Village College,Academy - converter mainstream,COMP,MIXED,1
873,Cambridgeshire,8734503,137475,Hinchingbrooke School,Academy - converter mainstream,COMP,MIXED,168
873,Cambridgeshire,8734083,137779,Ely College,Academy - converter mainstream,COMP,MIXED,62
873,Cambridgeshire,8734004,137826,Impington Village College,Academy - converter mainstream,COMP,MIXED,92
873,Cambridgeshire,8734000,137867,Thomas Clarkson Academy,Academy sponsor led,COMP,MIXED,27
873,Cambridgeshire,8734051,138053,Sir Harry Smith Community College,Academy - converter mainstream,COMP,MIXED,43
873,Cambridgeshire,8734045,138177,Cromwell Community College,Academy - converter mainstream,COMP,MIXED,47
873,Cambridgeshire,8734003,139272,Neale-Wade Academy,Academy sponsor led,COMP,MIXED,59
874,Peterborough,8744081,110882,Ken Stimpson Community School,Community school,COMP,MIXED,62
874,Peterborough,8745405,110899,Jack Hunt School,Foundation school,COMP,MIXED,103
874,Peterborough,8745413,110907,St John Fisher Catholic High School,Voluntary aided school,COMP,MIXED,25
874,Peterborough,8746000,110910,The Peterborough School,Independent,,GIRLS,16
874,Peterborough,8748011,130613,Peterborough Regional College,General Further Education College,NA,MIXED,410
874,Peterborough,8744082,135002,Hampton College,Community school,COMP,MIXED,73
874,Peterborough,8746905,135263,Thomas Deacon Academy,Academy sponsor led,COMP,MIXED,150
874,Peterborough,8746906,135980,Ormiston Bushfield Academy,Academy sponsor led,COMP,MIXED,44
874,Peterborough,8745417,136266,Arthur Mellows Village College,Academy - converter mainstream,COMP,MIXED,130
874,Peterborough,8745404,136398,The King's (The Cathedral) School,Academy - converter mainstream,COMP,MIXED,171
874,Peterborough,8744000,137082,Nene Park Academy,Academy sponsor led,COMP,MIXED,33
874,Peterborough,8744001,137084,The Voyager Academy,Academy sponsor led,COMP,MIXED,77
874,Peterborough,8744002,137880,Stanground Academy,Academy sponsor led,COMP,MIXED,57
876,Halton,8764625,111457,Saints Peter and Paul Catholic College,Voluntary aided school,COMP,MIXED,69
876,Halton,8768020,130622,Riverside College Halton,General Further Education College,NA,MIXED,518
876,Halton,8764721,135731,St Chads Catholic and Church of England High School,Voluntary aided school,COMP,MIXED,49
876,Halton,8766905,136185,Ormiston Bolingbroke Academy,Academy sponsor led,COMP,MIXED,92
877,Warrington,8774200,111430,Culcheth High School,Community school,COMP,MIXED,24
877,Warrington,8774229,111447,Bridgewater High School,Community school,COMP,MIXED,84
877,Warrington,8778000,130617,Warrington Collegiate,General Further Education College,NA,MIXED,306
877,Warrington,8778600,130624,Priestley College,Sixth Form College,NA,MIXED,851
877,Warrington,8774502,138732,Lymm High School,Academy - converter mainstream,COMP,MIXED,179
877,Warrington,8774001,139072,University Academy Warrington,Academy sponsor led,COMP,MIXED,37
877,Warrington,8774206,139152,Great Sankey High School,Academy - converter mainstream,COMP,MIXED,168
877,Warrington,8774201,139506,Penketh High School,Academy - converter mainstream,COMP,MIXED,27
877,Warrington,8774226,139840,Birchwood Community High School,Academy - converter mainstream,COMP,MIXED,38
878,Devon,8784000,113497,The Axe Valley Community College,Community school,COMP,MIXED,41
878,Devon,8784011,113503,Sidmouth College,Community school,COMP,MIXED,42
878,Devon,8784061,113516,Bideford College,Foundation school,COMP,MIXED,73
878,Devon,8784109,113520,King Edward VI Community College,Foundation school,COMP,MIXED,138
878,Devon,8784182,113539,Tavistock College,Foundation school,COMP,MIXED,113
878,Devon,8784183,113540,Okehampton College,Foundation school,COMP,MIXED,63
878,Devon,8786001,113562,Bramdean School,Independent,,MIXED,2
878,Devon,8786009,113573,Kelly College,Independent,,MIXED,49
878,Devon,8786010,113574,Trinity School,Independent,,MIXED,33
878,Devon,8786011,113575,Blundell's School,Independent,,MIXED,91
878,Devon,8786014,113579,Stover School,Independent,,MIXED,38
878,Devon,8786030,113604,Kingsley School,Independent,,MIXED,35
878,Devon,8786031,113605,Shebbear College,Independent,,MIXED,36
878,Devon,8786032,113606,West Buckland School,Independent,,MIXED,64
878,Devon,8786033,113607,Exeter School,Independent,,MIXED,97
878,Devon,8786034,113608,The Maynard School,Independent,,GIRLS,39
878,Devon,8786045,113623,Magdalen Court School,Independent,,MIXED,2
878,Devon,8786051,113632,Exeter Tutorial College,Independent,,MIXED,7
878,Devon,8788000,130645,Exeter College,Tertiary College,NA,MIXED,1570
878,Devon,8788001,130646,Petroc,Tertiary College,NA,MIXED,750
878,Devon,8788300,130651,Bicton College,Agriculture and Horticulture College,NA,MIXED,116
878,Devon,8786905,136200,Dartmouth Academy,Academy sponsor led,COMP,MIXED,26
878,Devon,8784184,136336,Ivybridge Community College,Academy - converter mainstream,COMP,MIXED,229
878,Devon,8785400,136366,Colyton Grammar School,Academy - converter mainstream,SEL,MIXED,107
878,Devon,8784110,136367,Kingsbridge Academy,Academy - converter mainstream,COMP,MIXED,141
878,Devon,8785402,136494,Teign School,Academy - converter mainstream,COMP,MIXED,64
878,Devon,8784120,136495,"Teignmouth Community School, Exeter Road",Academy - converter mainstream,COMP,MIXED,62
878,Devon,8784108,136569,South Dartmoor Community College,Academy - converter mainstream,COMP,MIXED,93
878,Devon,8784012,136612,Exmouth Community College,Academy - converter mainstream,COMP,MIXED,165
878,Devon,8784009,136638,Clyst Vale Community College,Academy - converter mainstream,COMP,MIXED,65
878,Devon,8784003,136646,Queen Elizabeth's,Academy - converter mainstream,COMP,MIXED,109
878,Devon,8784005,136673,The King's School,Academy - converter mainstream,COMP,MIXED,98
878,Devon,8784004,136912,Honiton Community College,Academy - converter mainstream,COMP,MIXED,41
878,Devon,8785404,137124,Newton Abbot College,Academy - converter mainstream,COMP,MIXED,80
878,Devon,8784112,137176,Coombeshead Academy,Academy - converter mainstream,COMP,MIXED,78
878,Devon,8784001,139553,The Ilfracombe Academy,Academy sponsor led,COMP,MIXED,67
879,Plymouth,8794155,113532,Plymouth High School for Girls,Community school,SEL,MIXED,64
879,Plymouth,8794172,113533,Sir John Hunt Community Sports College,Community school,COMP,MIXED,34
879,Plymouth,8794605,113552,Notre Dame RC School,Voluntary aided school,COMP,GIRLS,64
879,Plymouth,8795403,113558,St Boniface's RC College,Voluntary aided school,COMP,BOYS,45
879,Plymouth,8796004,113609,Plymouth College,Independent,,MIXED,77
879,Plymouth,8798005,130649,City College Plymouth,General Further Education College,NA,MIXED,528
879,Plymouth,8798150,130650,Plymouth College of Art,"Art, Design and Performing Arts College",NA,MIXED,163
879,Plymouth,8796010,135849,Focus School - Plymouth Campus,Independent,,MIXED,6
879,Plymouth,8796905,136142,The All Saints Church of England Academy,Academy sponsor led,COMP,MIXED,52
879,Plymouth,8796906,136166,Marine Academy Plymouth,Academy sponsor led,COMP,MIXED,48
879,Plymouth,8795406,136496,Devonport High School for Boys,Academy - converter mainstream,SEL,MIXED,141
879,Plymouth,8794178,136556,Ridgeway School,Academy - converter mainstream,COMP,MIXED,61
879,Plymouth,8794179,136557,Hele's Trust,Academy - converter mainstream,COMP,MIXED,80
879,Plymouth,8794181,136558,Coombe Dean School,Academy - converter mainstream,COMP,MIXED,77
879,Plymouth,8794180,136568,Plymstock School,Academy - converter mainstream,COMP,MIXED,115
879,Plymouth,8794152,136588,Devonport High School for Girls,Academy - converter mainstream,SEL,GIRLS,92
879,Plymouth,8794190,136626,Stoke Damerel Community College,Academy - converter mainstream,COMP,MIXED,83
879,Plymouth,8794187,136668,Lipson Co-operative Academy,Academy - converter mainstream,COMP,MIXED,72
879,Plymouth,8794186,137206,Tor Bridge High,Academy - converter mainstream,COMP,MIXED,66
879,Plymouth,8794000,139432,UTC Plymouth,Free school – UTC,COMP,MIXED,0
879,Plymouth,8794185,140104,Eggbuckland Community College,Academy - converter mainstream,COMP,MIXED,104
880,Torbay,8804117,113526,Westlands School,Foundation school,COMP,MIXED,84
880,Torbay,8804601,113551,St Cuthbert Mayne School,Voluntary aided school,COMP,MIXED,46
880,Torbay,8806001,113568,Stoodley Knowle School,Independent,,GIRLS,14
880,Torbay,8808003,130648,South Devon College,General Further Education College,NA,MIXED,488
